id_candidato,anios_experiencia,nivel_educativo,skills_deseables_ratio,peso_certificaciones,decision_final
4283,19.3,terciario,0.68,11,1
3822,4.8,terciario,0.67,9,0
2873,3.0,terciario,0.53,12,0
1725,0.6,universitario,0.56,2,0
3938,10.2,terciario,0.7,2,1
922,0.2,secundario,0.27,0,0
4065,16.3,universitario,0.67,5,1
1455,0.9,secundario,0.26,0,0
4598,20.2,universitario,0.87,6,1
951,1.0,secundario,0.1,0,0
1101,1.0,secundario,0.03,0,0
3478,5.5,terciario,0.68,7,1
119,0.4,terciario,0.27,2,0
1738,0.3,universitario,0.66,0,0
1768,0.9,universitario,0.53,3,0
594,0.2,secundario,0.4,1,0
1448,1.0,secundario,0.3,0,0
3828,3.8,terciario,0.64,5,0
4926,1.1,universitario,0.94,22,1
3715,3.4,terciario,0.69,11,1
3582,4.8,terciario,0.67,12,0
788,1.2,secundario,0.16,0,0
3832,8.3,terciario,0.6,8,0
1709,0.5,universitario,0.63,3,0
4185,13.8,universitario,0.78,4,1
3503,3.0,terciario,0.66,6,1
1110,0.5,secundario,0.38,2,0
2509,0.3,universitario,0.49,3,0
1193,0.8,secundario,0.04,1,0
1428,1.0,secundario,0.06,3,0
1778,0.6,universitario,0.64,3,0
2100,0.4,universitario,0.61,0,0
1411,0.7,secundario,0.21,1,0
3359,5.4,universitario,0.61,5,0
2088,0.8,universitario,0.61,2,0
3749,6.1,terciario,0.5,11,0
445,0.0,terciario,0.34,0,0
4583,17.8,terciario,0.87,2,1
1087,0.6,secundario,0.28,0,0
4645,0.5,universitario,0.93,21,1
3908,11.4,terciario,0.8,7,1
4624,0.7,universitario,1.0,23,1
4103,19.1,universitario,0.74,7,1
3192,5.7,terciario,0.62,8,1
4062,16.4,terciario,0.72,3,1
1243,1.1,secundario,0.1,1,0
2459,0.6,universitario,0.61,1,0
1299,0.7,secundario,0.18,1,0
186,0.6,secundario,0.28,0,0
1619,0.4,universitario,0.65,2,0
617,1.1,terciario,0.4,0,0
1482,0.7,secundario,0.2,0,0
2817,6.4,universitario,0.55,10,0
3185,6.6,terciario,0.67,10,0
1115,0.9,secundario,0.2,1,0
229,1.2,secundario,0.29,1,0
1465,0.2,secundario,0.19,1,0
3724,8.0,terciario,0.75,9,0
5071,1.3,universitario,0.9,22,1
992,0.4,secundario,0.18,1,0
2894,4.0,terciario,0.64,10,1
4339,18.7,universitario,0.8,1,1
1460,1.1,secundario,0.22,0,0
408,1.2,secundario,0.07,0,0
1762,0.6,universitario,0.59,2,0
2532,0.4,universitario,0.51,2,0
4035,26.6,terciario,0.73,5,1
1418,0.5,terciario,0.09,1,0
4404,21.5,terciario,0.83,4,1
2575,0.2,universitario,0.61,2,0
2643,4.4,universitario,0.52,9,0
1347,1.2,terciario,0.04,0,0
1309,0.8,secundario,0.25,0,0
317,0.3,terciario,0.02,0,0
4393,19.5,universitario,0.75,6,1
3163,9.3,universitario,0.42,10,0
1340,1.0,secundario,0.0,1,0
2390,0.4,universitario,0.4,1,0
2841,9.4,terciario,0.63,12,1
376,0.4,secundario,0.16,1,0
590,1.0,terciario,0.35,1,0
1136,1.3,secundario,0.24,0,0
1330,1.3,secundario,0.24,0,0
4686,0.9,universitario,1.0,22,1
1109,1.4,terciario,0.27,1,0
4790,0.8,universitario,0.99,21,1
4127,18.8,universitario,0.82,7,1
3283,9.6,universitario,0.75,5,1
2633,6.8,universitario,0.69,13,1
4270,16.1,universitario,0.8,0,1
1159,0.9,secundario,0.22,0,0
2267,0.6,universitario,0.71,0,0
4679,0.8,universitario,0.95,23,1
382,1.1,secundario,0.14,2,0
3666,5.6,terciario,0.73,7,1
1417,0.4,secundario,0.3,0,0
5079,0.6,universitario,0.9,24,1
1069,0.6,secundario,0.11,3,0
3227,7.6,terciario,0.71,10,1
4021,19.9,universitario,0.72,1,1
3267,8.6,terciario,0.59,5,0
3620,4.3,universitario,0.53,11,0
720,0.0,secundario,0.25,2,0
3447,5.0,universitario,0.77,9,1
1843,0.8,universitario,0.7,1,0
1491,0.8,secundario,0.1,1,1
4151,22.3,terciario,0.62,8,1
1948,0.5,universitario,0.49,0,0
1680,0.4,universitario,0.46,5,0
1756,0.9,universitario,0.68,4,0
2453,0.6,universitario,0.52,2,1
2313,0.6,universitario,0.62,0,0
2121,0.2,universitario,0.63,4,0
5073,0.8,universitario,0.9,22,1
2057,0.7,universitario,0.55,0,0
1408,0.5,secundario,0.02,0,0
2104,0.3,universitario,0.7,3,0
4556,18.8,universitario,0.6,0,0
676,1.3,secundario,0.23,2,0
4190,14.5,terciario,0.81,8,0
4420,16.7,universitario,0.81,2,1
4537,21.0,universitario,0.69,1,1
1807,0.7,universitario,0.56,0,0
3843,6.8,terciario,0.73,13,0
3571,7.0,terciario,0.67,5,0
1381,0.3,secundario,0.27,0,0
962,0.0,secundario,0.21,2,0
4246,14.3,universitario,0.62,5,1
1902,0.7,universitario,0.64,0,0
1729,0.9,universitario,0.49,1,0
2094,0.6,universitario,0.67,1,0
2740,3.0,terciario,0.62,6,1
370,0.5,terciario,0.29,0,0
730,0.5,secundario,0.15,0,0
3182,8.7,terciario,0.67,8,0
2435,0.4,universitario,0.57,3,0
3067,8.3,terciario,0.52,15,0
401,0.5,secundario,0.27,1,0
560,1.5,secundario,0.2,1,0
1548,1.2,secundario,0.27,0,0
1573,1.9,secundario,0.34,0,0
2147,0.1,universitario,0.6,0,0
4329,17.1,universitario,0.85,0,1
3865,21.5,universitario,0.67,0,1
2214,0.5,universitario,0.58,0,0
128,0.8,secundario,0.17,1,0
3940,18.2,terciario,0.65,3,1
4623,0.4,universitario,0.92,22,1
938,1.2,terciario,0.32,1,0
3927,15.0,universitario,0.92,0,1
2109,0.5,universitario,0.66,1,0
5008,1.1,universitario,0.92,25,1
604,1.1,secundario,0.0,1,0
3307,8.0,terciario,0.55,5,0
4405,16.1,universitario,0.78,1,1
481,1.0,terciario,0.26,0,0
1952,0.3,universitario,0.59,0,0
1626,0.6,universitario,0.62,2,0
2466,0.8,universitario,0.47,3,0
4248,10.0,terciario,0.81,7,1
3153,5.1,terciario,0.67,9,0
2985,7.0,universitario,0.61,8,0
2441,0.6,universitario,0.49,3,0
475,0.5,terciario,0.11,1,0
3361,6.7,universitario,0.6,5,1
2482,0.1,universitario,0.6,0,0
4410,16.4,universitario,0.73,2,1
1040,1.4,secundario,0.13,0,0
4299,11.4,terciario,0.67,4,0
4266,22.4,terciario,0.64,4,1
2900,6.9,terciario,0.57,12,1
2248,0.9,universitario,0.66,2,0
3918,21.4,terciario,0.83,9,1
4641,0.8,universitario,1.0,22,1
4317,14.6,universitario,0.73,3,1
2169,0.2,universitario,0.61,0,0
630,0.3,terciario,0.08,1,0
4705,0.9,universitario,0.9,25,1
737,0.3,secundario,0.35,2,0
1370,0.7,secundario,0.14,0,1
286,1.4,terciario,0.12,2,0
4450,20.4,universitario,0.81,0,1
3280,7.0,universitario,0.74,11,1
3555,7.0,terciario,0.62,5,0
1898,0.2,universitario,0.71,4,0
3080,4.3,terciario,0.66,9,0
1542,1.0,secundario,0.29,0,0
3528,6.3,terciario,0.45,13,1
4975,0.6,universitario,0.94,23,1
1636,0.5,universitario,0.45,0,0
3544,6.0,universitario,0.7,5,0
1374,1.1,secundario,0.23,0,0
2568,0.7,universitario,0.71,4,0
708,1.0,secundario,0.19,1,0
3614,4.2,universitario,0.72,15,0
1813,0.7,universitario,0.65,2,0
2300,0.6,universitario,0.55,1,0
1056,1.7,secundario,0.08,1,0
2680,3.0,terciario,0.71,10,0
3998,10.0,universitario,0.88,8,1
4526,17.6,terciario,0.82,0,1
3481,6.4,universitario,0.74,5,1
3786,8.6,terciario,0.74,14,1
504,0.4,secundario,0.12,1,0
2172,0.6,universitario,0.75,3,0
4856,0.7,universitario,1.0,21,1
2078,0.1,universitario,0.53,4,0
259,0.4,secundario,0.17,2,0
1849,0.8,universitario,0.44,5,0
3010,9.4,terciario,0.72,5,1
3635,8.7,universitario,0.73,10,1
1003,0.0,secundario,0.27,1,0
453,0.7,secundario,0.07,0,0
1331,0.0,secundario,0.0,1,0
4771,1.1,universitario,0.93,21,0
2241,0.2,universitario,0.55,2,0
545,0.1,secundario,0.24,3,0
5049,0.8,universitario,0.96,22,1
855,0.7,secundario,0.16,1,0
1838,0.6,universitario,0.54,0,0
3072,6.0,terciario,0.67,11,0
5080,0.9,universitario,1.0,20,0
3021,4.4,universitario,0.55,10,1
412,1.5,secundario,0.18,0,0
649,1.0,secundario,0.29,2,0
4153,16.7,terciario,0.67,2,1
4862,0.9,universitario,1.0,23,1
2090,0.0,universitario,0.61,1,0
407,0.2,secundario,0.0,1,0
2436,0.4,universitario,0.75,1,0
795,0.8,secundario,0.18,0,0
2457,0.4,universitario,0.66,1,0
2028,0.6,universitario,0.55,0,0
785,0.0,terciario,0.0,1,0
850,0.7,secundario,0.06,1,0
4109,12.4,terciario,0.9,9,1
1367,0.9,secundario,0.17,1,0
3386,3.8,terciario,0.68,15,0
3630,10.0,terciario,0.64,8,1
4524,11.4,terciario,0.84,10,1
4085,20.4,terciario,0.71,8,1
3184,5.2,universitario,0.6,9,1
3162,5.0,terciario,0.7,11,1
3126,8.9,universitario,0.75,9,1
1071,1.1,secundario,0.28,2,0
114,1.4,secundario,0.22,2,0
974,0.7,secundario,0.22,0,0
909,0.6,terciario,0.36,0,0
3299,5.8,universitario,0.55,10,0
615,0.3,secundario,0.29,2,0
4573,18.3,universitario,0.78,0,1
510,1.8,secundario,0.32,0,0
3509,8.0,terciario,0.73,11,0
4443,20.1,universitario,0.67,7,1
308,1.4,terciario,0.37,0,0
3792,4.4,terciario,0.6,7,0
559,0.4,terciario,0.14,0,0
3572,5.3,universitario,0.59,15,1
2531,0.4,universitario,0.75,3,1
3758,10.0,universitario,0.45,11,1
211,0.9,secundario,0.12,2,0
4690,0.4,universitario,0.99,21,1
4145,19.7,terciario,0.9,6,1
1984,0.2,universitario,0.51,2,0
1814,0.3,universitario,0.37,0,0
4059,13.7,terciario,0.89,11,1
3500,4.0,terciario,0.66,9,0
653,0.0,secundario,0.02,0,0
1540,2.1,secundario,0.32,2,0
2371,0.6,universitario,0.67,2,1
3245,6.8,universitario,0.57,12,1
2922,3.0,universitario,0.57,16,0
4882,1.6,universitario,0.92,23,1
2026,1.0,universitario,0.66,5,0
735,0.0,secundario,0.18,1,0
4906,0.8,universitario,1.0,22,1
417,0.8,secundario,0.34,1,0
4318,17.7,terciario,0.65,10,1
4800,0.6,universitario,0.92,23,1
1429,1.2,secundario,0.33,0,0
528,0.8,secundario,0.01,2,0
4475,10.0,universitario,0.86,5,1
206,0.6,terciario,0.24,2,0
3142,3.7,terciario,0.64,8,1
243,0.4,secundario,0.13,1,0
2270,0.5,universitario,0.67,4,0
3559,6.8,terciario,0.82,9,0
190,0.1,terciario,0.31,0,0
3019,4.6,terciario,0.53,15,1
3338,7.5,universitario,0.49,12,0
2342,0.5,universitario,0.56,4,0
3275,7.5,terciario,0.8,5,1
3513,8.2,universitario,0.65,5,1
2264,0.4,universitario,0.66,1,1
2737,4.9,terciario,0.7,8,0
2050,0.4,universitario,0.75,2,0
1869,0.3,universitario,0.64,3,0
4391,12.1,universitario,0.8,6,1
2373,0.8,universitario,0.56,3,0
102,1.0,secundario,0.3,0,0
3383,3.6,universitario,0.6,6,0
5058,1.1,universitario,0.91,24,1
2052,0.9,universitario,0.65,2,0
1036,1.9,secundario,0.18,0,0
4397,14.6,universitario,0.77,1,0
2821,6.3,universitario,0.57,17,0
4548,24.6,universitario,0.65,3,1
1210,0.1,secundario,0.25,0,0
4061,21.2,terciario,0.9,7,1
692,0.0,secundario,0.36,1,0
1796,0.1,universitario,0.59,3,0
3551,6.9,terciario,0.69,17,1
3037,6.0,universitario,0.69,10,1
4305,18.7,terciario,0.66,8,1
3512,7.2,terciario,0.57,12,1
1677,0.2,universitario,0.66,2,0
4055,20.0,terciario,0.86,1,1
314,0.0,secundario,0.21,0,0
879,1.2,secundario,0.36,0,0
1516,0.0,secundario,0.18,1,0
3860,15.6,terciario,0.78,8,1
2144,0.2,universitario,0.65,3,0
2949,4.3,universitario,0.85,5,1
4638,1.1,universitario,0.97,20,1
3606,8.1,terciario,0.72,5,0
3914,19.4,terciario,0.88,4,1
1668,0.3,universitario,0.52,0,0
266,0.0,secundario,0.04,0,0
4815,1.3,universitario,0.98,25,1
4373,12.5,universitario,0.79,1,1
5027,1.0,universitario,0.95,24,1
1444,0.3,terciario,0.18,2,0
2114,0.4,universitario,0.61,3,0
374,0.3,secundario,0.07,0,0
172,0.7,secundario,0.14,0,0
3988,19.5,terciario,0.8,0,1
1188,0.9,secundario,0.24,1,0
495,0.5,secundario,0.03,0,0
684,0.5,secundario,0.4,0,0
1468,0.0,secundario,0.14,0,0
5088,0.6,universitario,0.9,22,1
4189,13.0,terciario,0.78,9,1
2649,5.2,terciario,0.75,11,0
1114,1.0,secundario,0.27,1,0
4998,0.7,universitario,1.0,22,1
3104,7.6,universitario,0.79,11,1
4889,1.4,universitario,0.98,25,1
4508,20.0,universitario,0.75,8,1
3633,5.5,universitario,0.54,13,1
1864,0.4,universitario,0.69,1,0
1976,0.6,universitario,0.47,4,0
1360,1.5,terciario,0.04,0,0
4631,0.9,universitario,0.95,23,1
2354,0.7,universitario,0.55,0,0
2882,4.5,universitario,0.59,8,1
3693,6.1,terciario,0.69,10,0
627,0.7,secundario,0.34,0,0
4364,18.1,universitario,0.66,3,1
3047,6.0,terciario,0.59,6,0
478,0.0,secundario,0.28,1,0
1660,0.6,universitario,0.75,4,0
3921,13.9,terciario,0.68,7,0
2064,0.7,universitario,0.53,2,0
4833,0.9,universitario,0.93,22,1
449,0.8,secundario,0.14,2,0
2535,0.5,universitario,0.48,3,0
2347,0.4,universitario,0.62,1,0
4267,14.5,terciario,0.73,0,1
1810,0.7,universitario,0.52,2,0
1151,1.2,secundario,0.12,1,0
691,0.6,terciario,0.0,2,0
620,0.9,secundario,0.26,0,0
4853,1.3,universitario,0.9,24,1
4409,12.0,universitario,0.68,4,1
2578,0.5,universitario,0.75,2,0
1184,1.3,secundario,0.4,0,0
3689,6.1,terciario,0.74,10,1
4879,0.9,universitario,0.96,23,1
4610,0.9,universitario,0.95,25,1
1395,0.0,terciario,0.06,2,0
1910,0.4,universitario,0.61,5,0
892,0.6,secundario,0.33,1,0
893,1.0,secundario,0.34,1,0
4215,20.0,universitario,0.75,8,1
1956,0.5,universitario,0.54,2,0
4858,1.4,universitario,0.96,22,1
2081,0.6,universitario,0.51,0,0
3334,5.1,terciario,0.65,10,0
4009,18.4,universitario,0.65,3,1
5085,0.6,universitario,1.0,20,1
3429,5.6,universitario,0.64,17,0
1631,0.4,universitario,0.55,2,0
1511,1.2,terciario,0.23,0,0
4395,13.4,universitario,0.87,7,1
4749,1.3,universitario,1.0,23,1
184,1.0,terciario,0.36,1,0
969,0.7,terciario,0.22,2,0
2451,0.8,universitario,0.57,3,0
121,1.0,secundario,0.2,0,0
3525,5.4,terciario,0.69,12,0
2896,8.2,universitario,0.51,5,1
4673,0.7,universitario,0.96,25,1
1663,0.0,universitario,0.47,4,0
3194,4.6,universitario,0.69,10,0
3256,6.6,universitario,0.84,10,0
1074,0.0,secundario,0.31,1,0
1811,0.8,universitario,0.54,3,0
3302,10.0,terciario,0.64,19,0
4472,17.2,terciario,0.64,12,1
4920,0.7,universitario,0.95,25,1
1199,0.0,terciario,0.13,0,0
4262,19.4,universitario,0.62,2,1
2945,5.8,terciario,0.69,15,0
987,0.5,secundario,0.04,2,0
5032,1.0,universitario,0.9,25,1
3779,4.5,universitario,0.62,7,1
4681,1.3,universitario,0.98,22,1
3667,7.3,universitario,0.61,9,0
4502,22.2,terciario,0.9,4,1
616,0.0,secundario,0.36,0,0
4721,0.7,universitario,1.0,25,0
838,1.3,secundario,0.32,0,0
1554,1.8,secundario,0.08,1,0
4072,18.2,universitario,0.81,4,1
4801,0.7,universitario,0.96,22,1
2607,4.0,terciario,0.71,7,0
3095,6.0,universitario,0.54,11,1
2227,0.4,universitario,0.55,3,0
3027,6.1,universitario,0.58,6,1
4846,1.4,universitario,0.92,23,1
1007,1.0,secundario,0.22,0,0
3748,8.0,terciario,0.78,12,0
1131,0.9,terciario,0.16,0,0
2608,6.7,universitario,0.48,10,0
2529,0.4,universitario,0.72,2,0
1048,0.8,secundario,0.14,1,0
3907,14.8,terciario,0.93,0,1
4855,0.9,universitario,0.97,20,1
816,0.2,secundario,0.17,1,0
4156,15.6,universitario,0.68,7,1
787,0.1,terciario,0.19,1,0
804,0.4,secundario,0.35,1,0
3442,9.1,terciario,0.72,13,0
2454,0.4,universitario,0.65,3,0
2358,0.3,universitario,0.52,2,0
3652,8.5,universitario,0.62,11,1
574,0.5,secundario,0.24,0,1
122,1.1,secundario,0.14,2,0
2853,4.3,terciario,0.67,7,0
986,0.1,secundario,0.17,0,0
2549,0.6,universitario,0.75,0,0
1018,0.6,secundario,0.21,0,0
3858,15.9,terciario,0.75,5,1
3852,15.4,terciario,0.8,2,1
2340,0.2,universitario,0.67,3,0
3945,25.4,terciario,0.85,7,1
3496,4.8,terciario,0.84,17,0
1366,0.9,secundario,0.18,1,0
584,0.6,secundario,0.34,0,0
4438,21.7,terciario,0.66,2,1
3064,6.6,terciario,0.63,8,1
1320,0.9,secundario,0.28,2,0
378,0.9,terciario,0.22,1,0
1089,1.7,secundario,0.14,1,0
2185,0.5,universitario,0.54,1,0
1346,0.5,terciario,0.23,1,0
2483,0.7,universitario,0.46,1,0
672,0.7,secundario,0.26,2,0
1536,0.7,terciario,0.12,0,0
1094,0.9,secundario,0.18,0,0
4031,19.9,terciario,0.63,10,1
3548,5.5,terciario,0.61,9,0
686,0.6,secundario,0.23,2,0
3759,5.9,universitario,0.56,5,1
2615,3.9,universitario,0.47,6,0
1450,0.8,secundario,0.2,0,0
1108,0.3,secundario,0.15,1,0
775,0.6,secundario,0.2,1,0
2513,0.7,universitario,0.58,0,0
3004,10.0,terciario,0.6,12,1
548,0.7,terciario,0.22,0,0
3935,19.4,terciario,0.78,5,1
3859,15.0,terciario,0.76,10,1
3804,4.5,terciario,0.49,13,0
460,1.2,secundario,0.24,1,0
2165,0.7,universitario,0.55,4,0
4550,15.0,terciario,0.76,11,1
3911,16.1,terciario,0.98,4,1
1791,0.7,universitario,0.75,0,0
4427,16.3,terciario,0.7,5,1
1649,0.6,universitario,0.69,3,0
1348,0.0,secundario,0.4,1,0
2086,0.5,universitario,0.58,0,0
395,0.7,secundario,0.28,0,0
1648,0.6,universitario,0.66,5,0
2113,0.7,universitario,0.71,0,0
689,0.6,secundario,0.05,1,0
3430,5.2,universitario,0.69,10,0
2504,0.6,universitario,0.64,2,0
2230,0.3,universitario,0.62,0,0
4489,13.8,universitario,0.79,5,1
2511,0.3,universitario,0.43,2,0
2820,6.4,terciario,0.53,18,1
526,1.9,secundario,0.2,2,0
2683,4.1,universitario,0.76,12,1
1155,0.0,secundario,0.18,0,0
4067,13.9,terciario,0.73,2,1
4663,0.9,universitario,0.94,20,1
657,0.1,secundario,0.15,2,0
4459,21.2,terciario,0.76,0,1
4039,14.8,terciario,0.88,9,1
4813,0.4,universitario,0.99,22,1
2570,0.2,universitario,0.59,2,0
4811,0.6,universitario,0.97,23,1
456,0.9,secundario,0.17,0,0
1294,1.0,secundario,0.06,1,0
1817,0.7,universitario,0.58,0,0
3517,5.4,universitario,0.6,7,0
2705,6.6,universitario,0.73,8,0
4230,22.0,universitario,0.83,0,1
2929,7.8,terciario,0.57,10,0
1805,0.8,universitario,0.59,2,0
2964,5.5,universitario,0.65,5,1
2719,7.5,terciario,0.72,5,0
2501,0.7,universitario,0.64,2,0
2240,0.7,universitario,0.59,0,0
3340,5.0,universitario,0.54,9,1
2484,0.6,universitario,0.49,3,0
3319,4.6,universitario,0.79,10,0
4036,13.8,universitario,0.61,0,1
1386,1.1,terciario,0.09,0,0
3897,18.2,terciario,0.89,0,1
4995,0.9,universitario,0.98,23,1
4569,21.3,universitario,0.63,6,1
2188,0.4,universitario,0.52,1,0
1990,0.3,universitario,0.62,4,0
4723,0.6,universitario,0.94,23,1
1692,0.3,universitario,0.53,1,0
1447,1.0,terciario,0.05,0,0
4532,14.9,universitario,0.77,1,1
2263,0.5,universitario,0.6,0,0
2497,0.6,universitario,0.54,1,0
4869,0.7,universitario,0.93,25,1
2372,0.5,universitario,0.63,4,0
4591,15.5,universitario,0.69,3,1
3212,7.5,universitario,0.62,10,0
1238,1.3,secundario,0.33,0,0
3996,13.1,terciario,0.66,8,1
1073,1.4,secundario,0.08,0,0
896,0.1,secundario,0.19,0,0
3121,6.0,terciario,0.63,10,0
1812,0.6,universitario,0.67,3,0
3488,6.5,terciario,0.59,14,0
137,1.1,secundario,0.29,2,0
554,0.6,secundario,0.24,1,0
1014,0.5,secundario,0.12,2,0
4182,22.0,universitario,0.9,3,1
1300,1.3,secundario,0.2,0,0
1375,0.3,secundario,0.36,1,0
2476,0.1,universitario,0.73,2,0
138,0.7,secundario,0.34,1,0
1075,0.7,terciario,0.15,0,0
3296,8.7,terciario,0.56,11,0
1084,1.5,secundario,0.02,0,0
4005,13.9,terciario,0.71,0,1
4170,27.7,terciario,0.5,10,1
1519,0.7,secundario,0.27,1,0
3433,5.4,terciario,0.73,16,0
1661,1.1,universitario,0.65,0,0
140,0.9,terciario,0.13,1,0
1587,1.0,terciario,0.18,2,0
3984,15.5,terciario,0.59,1,0
270,1.7,secundario,0.17,0,0
1456,0.4,secundario,0.08,0,0
2886,6.7,universitario,0.68,8,0
3733,7.9,terciario,0.59,5,0
4849,1.1,universitario,0.94,21,1
4105,23.8,universitario,0.62,3,1
2783,6.1,terciario,0.59,9,0
4805,1.5,universitario,1.0,22,1
4126,15.1,terciario,0.84,6,1
1741,0.6,universitario,0.52,3,0
1391,0.7,terciario,0.2,2,0
1481,0.1,secundario,0.27,1,0
2034,0.5,universitario,0.66,0,0
680,1.4,terciario,0.11,1,0
4321,20.2,terciario,0.97,2,1
3261,7.4,universitario,0.79,11,0
2131,0.7,universitario,0.61,5,0
993,1.3,secundario,0.39,0,0
4052,13.4,terciario,0.59,6,1
881,1.0,secundario,0.2,2,0
260,0.8,secundario,0.22,0,1
103,0.2,secundario,0.13,0,0
2364,0.3,universitario,0.7,1,0
3317,5.3,terciario,0.57,11,0
2210,0.8,universitario,0.4,1,0
950,1.3,secundario,0.21,0,0
2838,5.4,universitario,0.69,11,0
2567,0.5,universitario,0.45,2,0
3751,5.5,terciario,0.72,13,0
1697,1.0,universitario,0.55,4,0
1877,0.4,universitario,0.63,1,0
2014,0.5,universitario,0.57,4,0
1144,0.3,terciario,0.0,0,0
4814,1.0,universitario,1.0,22,1
1645,0.6,universitario,0.6,0,0
2837,4.8,universitario,0.58,13,0
3807,5.2,universitario,0.55,8,0
4718,0.9,universitario,0.99,23,1
154,1.1,secundario,0.24,1,0
1897,0.4,universitario,0.58,3,0
2012,0.4,universitario,0.53,1,0
2407,0.5,universitario,0.59,0,0
2654,4.5,universitario,0.82,5,0
2901,8.8,terciario,0.62,13,1
4187,15.9,universitario,0.65,7,1
4228,13.0,universitario,0.75,1,1
925,0.5,terciario,0.27,1,0
4834,0.9,universitario,0.94,20,1
3279,5.5,terciario,0.52,14,0
3502,7.2,terciario,0.56,12,0
1490,0.5,secundario,0.25,0,0
3665,5.2,terciario,0.83,11,0
4977,1.2,universitario,0.98,22,1
985,0.9,terciario,0.14,1,1
3906,15.8,terciario,0.63,5,1
1708,0.7,universitario,0.57,0,0
1695,0.3,universitario,0.49,2,0
872,0.9,secundario,0.17,0,0
2712,6.0,terciario,0.72,12,1
4762,1.5,universitario,0.97,23,1
2374,0.5,universitario,0.59,0,0
1969,0.3,universitario,0.65,3,0
1186,0.6,secundario,0.27,0,0
111,0.4,secundario,0.37,1,0
3712,9.9,terciario,0.75,7,1
1426,0.5,secundario,0.24,1,0
3491,7.6,universitario,0.6,15,0
1564,0.7,terciario,0.13,0,0
907,0.4,secundario,0.09,1,0
4361,17.8,terciario,0.83,3,1
4086,24.5,terciario,0.79,3,1
3872,22.3,universitario,0.54,0,1
2209,0.8,universitario,0.59,0,0
4336,15.2,universitario,0.7,3,1
5057,1.3,universitario,0.99,25,1
2335,0.6,universitario,0.56,1,0
3312,6.1,terciario,0.61,15,0
1064,0.8,secundario,0.17,2,0
3516,6.6,universitario,0.61,14,0
3854,22.5,universitario,0.67,0,1
499,0.8,secundario,0.11,2,0
2733,3.0,terciario,0.58,8,1
4952,1.3,universitario,0.99,24,1
3097,6.7,terciario,0.71,11,1
805,1.2,terciario,0.28,2,0
532,0.0,secundario,0.08,1,0
393,0.2,secundario,0.2,0,0
4968,0.7,universitario,0.9,23,1
246,0.7,terciario,0.1,0,0
4494,19.3,universitario,0.7,1,1
2134,0.6,universitario,0.59,1,0
4384,12.6,terciario,0.66,7,1
1266,1.3,secundario,0.08,1,0
3601,6.6,universitario,0.68,11,0
2151,0.5,universitario,0.67,0,0
2725,3.9,terciario,0.49,5,0
4479,15.9,terciario,0.9,7,1
440,1.2,terciario,0.21,2,0
3980,21.0,terciario,0.9,0,1
4733,1.0,universitario,0.95,20,1
3074,8.4,terciario,0.68,10,0
366,0.1,secundario,0.25,1,0
2525,0.4,universitario,0.59,3,0
1363,0.6,secundario,0.4,0,0
1872,0.8,universitario,0.51,5,0
3612,7.2,universitario,0.82,6,1
372,0.1,secundario,0.07,1,0
797,0.1,terciario,0.12,3,0
848,1.4,secundario,0.16,0,0
345,0.6,secundario,0.15,0,0
418,1.4,secundario,0.34,0,0
577,0.5,secundario,0.0,0,0
2133,0.5,universitario,0.56,0,0
1058,1.4,secundario,0.34,0,0
3917,16.5,universitario,0.76,5,1
914,0.1,secundario,0.26,1,1
4633,0.9,universitario,0.97,21,1
2015,0.1,universitario,0.56,3,0
4703,0.8,universitario,0.91,24,1
3588,4.4,terciario,0.62,9,1
1398,1.6,secundario,0.26,2,0
4131,17.0,terciario,0.64,3,1
1905,0.6,universitario,0.75,0,0
859,0.6,secundario,0.16,0,0
351,1.1,terciario,0.34,0,0
2562,0.7,universitario,0.71,2,0
646,1.2,secundario,0.26,0,0
3342,8.7,terciario,0.72,7,0
839,0.4,secundario,0.15,0,0
411,0.5,secundario,0.36,0,0
3881,18.2,terciario,0.61,4,1
3042,4.7,terciario,0.62,5,0
1232,1.5,terciario,0.22,2,0
1550,1.2,secundario,0.04,1,0
5020,1.6,universitario,0.93,24,1
116,1.7,terciario,0.3,1,0
3333,6.1,terciario,0.63,7,1
2870,8.3,terciario,0.52,5,1
3569,6.1,terciario,0.6,11,1
1021,0.4,secundario,0.28,1,0
3130,3.0,universitario,0.51,15,1
1473,1.1,secundario,0.21,0,0
3688,6.7,universitario,0.46,14,0
2645,7.2,terciario,0.63,18,0
3699,3.6,universitario,0.59,5,0
139,1.1,secundario,0.14,0,0
464,0.7,secundario,0.2,2,0
4202,15.1,universitario,0.71,4,1
283,0.8,secundario,0.29,1,0
3134,9.4,terciario,0.57,6,1
3084,5.3,universitario,0.75,9,0
1295,1.0,secundario,0.15,1,0
2953,4.1,universitario,0.57,6,0
4643,0.7,universitario,0.99,21,1
1222,0.6,secundario,0.08,0,0
2336,0.6,universitario,0.67,3,0
2768,6.2,terciario,0.81,7,1
3800,6.3,terciario,0.65,13,1
3324,7.5,terciario,0.53,7,0
1283,1.2,secundario,0.29,2,0
4285,14.0,terciario,0.87,5,0
4394,17.8,universitario,0.74,12,1
715,1.1,secundario,0.0,0,0
5009,1.1,universitario,0.97,24,1
1567,0.3,secundario,0.24,0,0
502,1.5,terciario,0.26,0,0
3143,3.9,terciario,0.63,18,1
1035,0.7,secundario,0.22,1,0
2520,0.6,universitario,0.54,0,0
