satisfaccion_laboral,ultima_evaluacion_desempeño,average_montly_hours,time_spend_company,fue_promocionado,Department,ultima_evaluacion_superior,salida,edad,estado_civil,ausencias_90d,tardanzas_90d,salidas_tempranas_90d,horas_extras_90d
0.82,0.86,243,5,0,IT,0.7687373404,2,55,1,3,1,0,3
0.1,0.82,266,4,0,IT,0.6908083903,1,52,0,2,1,1,1
0.37,0.45,142,3,0,IT,0.3302334004,2,50,1,4,2,2,3
0.36,0.51,135,3,0,IT,0.3654665477,1,32,1,1,2,1,1
0.39,0.48,141,3,0,product_mng,0.3583328882,1,54,1,2,2,1,2
0.36,0.57,142,3,0,product_mng,0.624902032,2,22,1,1,1,1,1
0.86,0.84,254,5,0,product_mng,0.7113565945,1,42,0,3,5,0,2
0.73,0.99,262,5,0,product_mng,0.9356926891,1,44,1,5,1,1,3
0.56,0.71,296,2,0,IT,0.8134625933,2,30,2,2,1,2,2
0.44,0.56,158,3,0,accounting,0.4169815807,1,22,0,0,2,0,6
0.31,0.56,238,2,0,accounting,0.6543405448,1,42,1,2,2,1,2
0.77,0.93,231,5,0,hr,0.8645564324,2,43,1,2,5,1,2
0.44,0.45,156,3,0,hr,0.3354494483,1,25,1,0,0,0,3
0.38,0.46,145,3,0,hr,0.5190211496,2,22,1,1,5,0,4
0.45,0.48,144,3,0,marketing,0.518682854,2,31,1,1,0,1,3
0.38,0.51,159,3,0,sales,0.6232416041,2,36,2,1,1,0,6
0.36,0.48,156,3,0,accounting,0.5505213131,1,57,2,1,5,0,1
0.75,0.9,256,5,0,support,0.9910442791,1,50,2,1,0,0,5
0.1,0.93,298,4,0,technical,0.8646103718,2,26,1,2,3,2,4
0.1,0.97,247,4,0,management,0.8732318631,2,50,1,2,1,2,4
0.45,0.5,157,3,0,marketing,0.5751844255,1,48,2,1,1,1,1
0.42,0.57,154,3,0,marketing,0.6620504218,1,46,0,2,1,2,2
0.78,1,253,5,0,marketing,1,2,37,1,2,0,0,3
0.45,0.55,148,3,0,sales,0.5237853031,2,37,1,5,1,1,9
0.84,1,261,5,0,sales,0.9616054257,2,57,1,0,3,4,2
0.11,0.93,282,4,0,sales,1,2,46,0,0,2,1,0
0.42,0.56,133,3,0,sales,0.5122410621,1,22,2,3,5,1,3
0.45,0.46,128,3,0,sales,0.5892271977,2,26,1,1,1,1,4
0.46,0.57,139,3,0,sales,0.6775238256,1,41,1,2,2,0,3
0.09,0.79,293,5,0,sales,0.7686982082,2,26,1,0,2,0,3
0.87,0.83,265,6,0,sales,0.9052613203,1,57,1,1,3,0,4
0.1,0.87,250,4,0,sales,0.9463628622,1,50,0,0,4,1,2
0.91,1,251,6,0,sales,0.8809371607,1,55,0,1,4,0,2
0.76,0.92,246,5,0,sales,1,1,39,1,5,1,1,0
0.74,1,275,5,0,sales,1,2,23,0,0,1,3,6
0.92,0.93,240,5,0,sales,1,1,37,1,1,0,1,2
0.76,0.87,245,5,0,sales,0.8160148803,2,50,0,0,1,0,4
0.47,0.5,254,4,0,sales,0.6186569685,2,54,0,1,2,3,5
0.73,0.99,241,5,0,sales,0.9567605036,2,37,1,2,3,0,6
0.09,0.94,257,4,0,sales,0.7932512954,1,56,0,0,0,1,6
0.91,0.92,246,5,0,sales,1,1,38,1,0,3,1,3
0.82,0.98,233,5,0,sales,0.857386003,2,25,1,1,0,0,0
0.28,0.45,218,4,0,accounting,0.3957940913,2,25,1,1,3,0,3
0.84,0.99,262,6,0,accounting,1,2,46,1,2,2,2,2
0.45,0.53,138,3,0,accounting,0.6651821441,1,54,0,3,5,1,6
0.45,0.54,142,3,0,hr,0.5620313664,2,35,1,4,2,0,2
0.91,0.97,233,5,0,hr,1,2,45,0,1,3,0,3
0.42,0.48,155,3,0,hr,0.4645336566,1,32,2,1,4,2,5
0.82,1,229,6,0,hr,0.9379632315,1,46,1,0,3,0,2
0.11,0.9,264,4,0,technical,0.8485993636,1,49,1,1,2,2,3
0.42,0.53,199,4,0,technical,0.5817555368,1,28,1,3,2,2,4
0.82,0.85,223,5,0,technical,0.9257123588,1,57,1,0,1,1,4
0.09,0.96,268,4,0,technical,1,1,31,1,2,2,1,1
0.1,0.94,287,4,0,technical,1,1,57,0,2,2,1,3
0.86,1,257,5,0,technical,0.8773618309,2,52,1,3,2,3,4
0.4,0.46,143,3,0,technical,0.4583260914,2,40,0,2,2,1,3
0.45,0.46,130,3,0,technical,0.327267628,1,39,1,0,1,2,2
0.42,0.51,136,3,0,technical,0.5248586647,2,27,1,5,4,1,1
0.74,0.92,261,5,0,technical,0.9024591504,1,49,1,1,2,1,2
0.55,0.6,180,4,0,technical,0.7163112548,2,28,1,1,0,2,0
0.37,0.45,126,3,0,support,0.4052745038,2,59,1,2,1,2,5
0.41,0.52,127,3,0,support,0.4051201049,2,33,0,1,4,2,5
0.89,0.65,195,6,0,support,0.5428975046,1,55,0,1,3,0,3
0.41,0.57,160,3,0,support,0.6484531895,1,46,1,2,2,1,4
0.44,0.51,150,3,0,support,0.545465419,2,38,0,0,1,4,1
0.87,0.84,264,6,0,support,0.7203368028,2,54,1,2,0,2,8
0.1,0.84,309,4,0,support,0.7152320418,2,44,1,2,1,1,5
0.41,0.47,135,3,0,support,0.5302907394,2,30,2,3,1,2,3
0.11,0.85,261,4,0,support,0.7218289019,2,27,2,1,2,1,3
0.43,0.53,160,3,0,support,0.6265580178,1,23,2,1,0,1,6
0.77,0.9,237,5,0,support,0.9618726681,1,59,1,0,1,1,5
0.41,0.52,136,3,0,technical,0.3944046342,1,30,2,2,1,0,2
0.41,0.48,139,3,0,technical,0.3554513142,2,24,0,3,0,1,7
0.36,0.78,151,4,0,technical,0.9259918736,2,37,0,2,3,0,5
0.77,1,229,5,0,management,0.9622812387,1,46,2,0,2,0,3
0.81,0.98,245,5,0,IT,0.9411926441,1,45,2,1,1,1,2
0.39,0.54,127,3,0,IT,0.6338398702,2,50,0,1,0,2,4
0.09,0.94,283,5,0,IT,1,2,47,2,3,4,0,4
0.44,0.46,143,3,0,IT,0.6058003191,2,59,1,1,2,0,3
0.1,0.84,298,4,0,IT,0.9160134556,2,56,0,1,4,2,0
0.36,0.48,159,3,0,product_mng,0.4428778757,2,44,1,2,1,1,1
0.81,0.92,239,5,0,product_mng,0.795050215,1,25,2,2,2,3,1
0.81,0.9,226,5,0,product_mng,0.9831440748,2,35,0,2,2,0,5
0.85,0.98,248,5,0,product_mng,0.9975212749,1,60,2,1,1,2,5
0.1,0.87,286,4,0,IT,0.8472666028,2,28,1,2,2,1,1
0.37,0.54,145,3,0,RandD,0.6619063155,2,29,0,0,4,1,1
0.09,0.97,254,4,0,RandD,0.8533592447,1,40,1,1,2,0,4
0.44,0.53,127,3,0,RandD,0.5277875313,1,23,0,0,3,2,4
0.86,0.93,223,5,0,RandD,0.7834060934,1,22,0,0,0,2,1
0.77,1,255,5,0,RandD,0.9905981926,2,59,1,0,2,1,3
0.41,0.48,136,3,0,marketing,0.3468909827,2,34,1,1,2,0,2
0.4,0.48,137,3,0,sales,0.3656453749,1,45,0,1,4,1,1
0.43,0.49,135,3,0,accounting,0.375257874,1,53,1,1,3,1,3
0.43,0.5,137,3,0,support,0.5447630906,2,51,1,1,2,3,3
0.8,0.53,255,5,0,technical,0.6038134638,1,27,1,1,1,3,4
0.8,0.85,273,5,0,management,0.8750106295,1,59,1,2,0,1,3
0.82,0.98,234,5,0,marketing,1,2,54,2,0,2,0,4
0.37,0.54,152,3,0,marketing,0.5024611739,1,44,2,1,4,1,1
0.37,0.48,134,3,0,marketing,0.4157136259,1,31,0,1,2,1,4
0.09,0.95,292,4,0,sales,1,1,36,1,3,0,0,8
0.9,0.92,245,5,0,sales,0.8370787516,1,44,0,3,4,4,2
0.41,0.52,159,3,0,sales,0.6589667618,1,57,0,0,2,0,3
0.1,0.85,260,4,0,sales,0.7036463424,2,22,0,2,2,4,1
0.44,0.53,149,3,0,sales,0.670963648,2,29,1,1,1,1,3
0.89,0.85,266,5,0,sales,0.7129479736,1,24,1,2,3,3,7
0.42,0.56,149,3,0,sales,0.6773429341,1,35,0,3,1,0,6
0.87,1,242,5,0,sales,1,2,38,1,2,1,0,1
0.45,0.57,134,3,0,sales,0.7178894388,2,55,2,1,2,0,3
0.11,0.87,271,4,0,sales,0.7421389694,1,27,0,3,3,3,0
0.09,0.79,275,4,0,sales,0.8061562853,2,26,1,1,3,2,4
0.76,0.83,227,5,0,sales,0.9707907607,2,50,0,2,1,1,5
0.11,0.96,277,5,0,sales,0.9669293533,2,56,1,0,1,2,1
0.37,0.49,151,3,0,sales,0.5288195914,1,39,1,1,3,3,3
0.1,0.79,274,4,0,sales,0.8487246067,2,51,1,2,1,0,1
0.77,0.87,242,6,0,sales,0.8563623194,1,36,1,1,0,1,4
0.42,0.54,143,3,0,sales,0.578267424,2,36,1,1,3,1,3
0.38,0.52,145,3,0,sales,0.5452942936,1,37,1,1,1,0,1
0.32,0.95,172,2,0,sales,1,1,54,1,2,0,2,4
0.38,0.49,135,3,0,accounting,0.3536339141,2,31,1,1,3,0,0
0.19,1,192,4,0,accounting,0.9342889569,1,40,0,2,2,1,3
0.1,0.83,276,4,0,accounting,0.9651234452,1,58,1,0,0,0,1
0.76,0.88,206,4,0,hr,0.9970791352,2,24,1,3,5,0,3
0.53,0.56,281,6,0,hr,0.5466970258,2,57,1,1,3,1,1
0.39,0.51,151,3,0,hr,0.5460397793,2,25,1,3,1,1,3
0.11,0.83,244,4,0,hr,0.7632143549,1,32,2,1,2,1,2
0.1,0.94,309,4,0,technical,0.8464363479,1,54,0,2,2,4,4
0.84,1,218,5,0,technical,0.9891095215,2,49,2,1,0,0,2
0.82,0.99,263,6,0,technical,0.9460056684,1,53,1,2,2,0,2
0.1,0.82,244,4,0,technical,0.8450968336,2,37,0,0,3,0,2
0.59,0.49,263,4,0,technical,0.3633203911,2,30,2,0,1,1,3
0.44,0.48,143,3,0,technical,0.6223184423,2,32,1,3,3,0,3
0.89,0.95,181,5,0,technical,1,2,27,0,0,1,1,1
0.91,0.84,265,5,0,technical,0.8994485142,2,48,0,2,2,0,4
0.66,0.57,161,5,0,technical,0.5808289099,2,33,2,2,3,1,1
0.11,0.87,282,5,0,technical,0.8128582849,2,43,1,0,2,1,2
0.43,0.51,155,3,0,technical,0.6041385059,1,58,0,3,2,0,4
0.78,0.83,217,6,0,support,0.8854193518,1,42,1,1,3,2,3
0.11,0.97,289,5,0,support,0.8687850818,2,54,2,1,2,0,3
0.83,0.98,259,5,0,support,1,2,38,0,0,4,2,4
0.39,0.54,158,3,0,support,0.6367611729,1,50,2,1,3,1,5
0.38,0.55,158,3,0,support,0.684939974,2,31,2,0,3,2,4
0.37,0.57,155,3,0,support,0.6377158525,2,39,0,1,1,1,4
0.44,0.48,146,3,0,support,0.5140245588,2,34,0,1,3,0,0
0.53,0.85,164,5,0,support,0.8254729109,1,48,0,0,1,0,2
0.09,0.96,259,4,0,support,1,1,31,1,2,2,0,2
0.11,0.89,293,4,0,support,0.9998191669,2,53,1,2,1,2,3
0.83,0.96,275,5,0,support,0.823565601,1,24,1,3,1,1,0
0.88,1,219,6,0,technical,0.8579100923,1,43,1,2,2,0,3
0.1,0.89,247,4,0,technical,0.8529390101,2,48,2,1,2,1,8
0.09,0.86,309,4,0,technical,0.9531659992,2,24,1,1,0,1,6
0.44,0.54,151,3,0,management,0.6861828388,2,54,0,2,2,0,3
0.39,0.51,129,3,0,IT,0.4051250673,1,23,1,4,5,3,1
0.87,0.94,274,5,0,IT,0.9682392146,1,32,1,3,2,1,2
0.74,0.99,233,5,0,IT,0.954267257,2,31,1,0,0,0,5
0.1,0.95,289,4,0,IT,1,1,60,1,3,2,0,2
0.74,0.82,239,6,0,IT,0.9226356769,1,54,1,1,4,1,5
0.75,0.99,221,5,0,product_mng,1,2,28,0,0,1,1,4
0.41,0.56,150,3,0,product_mng,0.5506079479,1,36,0,1,1,1,2
0.41,0.45,144,3,0,product_mng,0.4244458507,1,47,0,1,5,0,3
0.09,0.9,289,4,0,product_mng,0.8320221216,2,32,0,1,0,3,6
0.09,0.8,301,5,0,IT,0.666912649,2,59,2,0,2,1,3
0.39,0.57,145,3,0,accounting,0.6794167129,1,48,0,0,3,3,2
0.4,0.56,137,3,0,accounting,0.6538703027,1,60,1,1,1,0,2
0.37,0.54,131,3,0,hr,0.689915302,1,28,1,1,1,1,3
0.1,0.84,246,4,0,hr,0.9889910511,2,22,1,0,4,1,1
0.43,0.51,136,3,0,hr,0.5266295117,1,31,1,0,3,1,6
0.75,0.85,240,6,0,marketing,0.9306962246,2,42,0,5,1,0,1
0.37,0.56,156,3,0,sales,0.693429719,2,36,2,2,1,1,2
0.11,0.85,305,4,0,accounting,0.9548942172,1,51,0,4,3,1,3
0.45,0.45,154,3,0,support,0.3742044305,1,51,0,0,3,2,2
0.87,1,261,5,0,technical,0.9851632406,1,29,1,0,2,0,3
0.11,0.94,244,4,0,management,0.8287478245,1,45,1,1,0,1,3
0.45,0.54,129,3,0,marketing,0.6762153082,2,40,2,2,2,1,4
0.81,0.87,254,5,0,marketing,0.9018523903,1,24,1,1,1,0,6
0.77,0.91,236,5,0,marketing,0.8285928417,1,36,2,2,3,1,4
0.89,0.92,237,5,0,sales,0.9715102053,2,57,1,1,0,1,5
0.43,0.49,135,3,0,sales,0.5254384721,1,27,2,1,3,3,6
0.78,1,236,5,0,sales,0.9574488154,2,39,0,0,3,0,2
0.37,0.47,149,3,0,sales,0.3540672777,1,59,0,2,4,0,5
0.37,0.5,141,3,0,sales,0.5514719587,1,40,2,1,1,1,1
0.85,0.82,270,5,0,sales,0.8260923103,2,51,1,0,5,3,2
0.41,0.47,138,3,0,sales,0.5516955175,1,34,1,2,3,1,3
0.11,0.96,298,4,0,sales,0.9660490503,2,60,1,2,2,1,2
0.75,0.99,254,5,0,sales,1,2,33,1,2,2,0,1
0.82,0.85,248,5,0,sales,0.8655720516,1,55,1,2,1,1,5
0.79,1,257,6,0,sales,1,1,33,2,0,5,3,4
0.43,0.53,150,3,0,sales,0.6429960808,2,45,1,1,1,0,4
0.1,0.9,281,4,0,sales,0.8710448599,2,25,2,4,0,0,1
0.46,0.48,141,3,0,sales,0.3702045685,2,57,2,2,0,1,5
0.43,0.57,157,3,0,sales,0.4286348029,1,35,0,2,4,0,1
0.43,0.55,136,3,0,sales,0.6265411767,1,38,2,1,1,2,2
0.11,0.8,296,4,0,sales,0.8360928654,1,24,0,1,1,0,4
0.09,0.86,279,4,0,sales,0.9212239304,1,59,0,0,3,1,2
0.37,0.53,131,3,0,sales,0.4438892485,2,44,0,1,1,1,3
0.4,0.57,160,3,0,accounting,0.4609114427,1,34,0,3,2,0,4
0.1,0.77,291,4,0,accounting,0.6243633997,1,30,1,3,0,1,2
0.41,0.53,157,3,0,accounting,0.4851762676,2,42,1,3,0,1,6
0.79,0.58,294,4,0,hr,0.6069753061,2,29,0,1,2,0,3
0.11,0.79,310,4,0,hr,0.7576732135,2,38,1,2,1,0,5
0.1,0.97,282,4,0,hr,0.9512424766,2,37,2,1,1,3,4
0.44,0.51,134,3,0,hr,0.6312476083,1,37,0,2,2,0,3
0.25,0.46,214,4,0,technical,0.4144766401,2,49,1,1,3,4,2
0.44,0.52,137,3,0,technical,0.5241968467,1,37,1,0,3,2,3
0.73,1,252,5,0,technical,1,1,35,1,1,1,1,4
0.75,0.97,243,6,0,technical,0.9389628347,2,59,1,2,2,0,4
0.36,0.47,148,3,0,technical,0.5066260101,1,41,1,3,4,1,2
0.37,0.49,151,3,0,technical,0.5987091126,1,55,2,4,3,2,6
0.39,0.49,129,3,0,technical,0.6248561871,1,50,1,3,1,3,6
0.48,0.78,198,2,0,technical,0.6741220443,2,24,0,0,3,1,3
0.57,0.72,275,6,0,technical,0.8479762875,2,31,1,2,2,1,5
0.9,0.96,243,5,0,technical,0.9576348879,2,41,2,2,0,1,3
0.39,0.55,159,3,0,technical,0.4774733165,1,23,0,0,0,2,5
0.44,0.51,145,3,0,support,0.4977407269,1,48,0,1,5,2,2
0.81,0.88,242,5,0,support,1,1,53,0,1,3,2,2
0.74,0.87,242,5,0,support,0.8677854282,1,31,0,1,0,2,5
0.44,0.56,145,3,0,support,0.5086254831,2,38,1,1,1,3,2
0.41,0.56,154,3,1,support,0.6000202563,2,54,1,2,2,1,4
0.4,0.51,139,3,0,support,0.4320436856,1,27,1,2,0,2,3
0.46,0.57,152,3,0,support,0.4427589984,2,60,1,0,4,1,7
0.8,0.83,211,3,0,support,0.7186639166,2,39,1,2,3,2,4
0.87,0.9,258,5,0,support,0.7884137517,1,30,2,0,0,2,3
0.39,0.54,155,3,0,support,0.4355708081,1,29,1,2,1,0,6
0.38,0.55,148,3,0,support,0.4416481518,1,46,1,1,5,0,1
0.66,0.67,255,3,0,technical,0.7122624234,1,52,2,1,0,1,4
0.1,0.8,264,4,0,technical,0.7045640253,1,25,2,3,1,4,2
0.37,0.54,132,3,0,technical,0.493700185,1,41,2,0,0,1,5
0.1,0.77,255,4,0,management,0.889036523,1,49,0,1,5,1,4
0.09,0.87,263,4,0,IT,0.8621884921,1,22,1,0,2,0,6
0.86,0.84,222,5,0,IT,0.8902673216,2,44,2,0,0,1,2
0.11,0.9,263,4,0,IT,0.8016959614,2,34,1,5,1,3,3
0.37,0.46,157,3,0,IT,0.3676867056,2,37,1,2,2,2,0
0.11,0.92,307,4,0,IT,0.7822605849,2,47,1,2,3,1,2
0.77,0.98,259,6,0,product_mng,0.8806805189,2,52,0,1,3,1,2
0.84,0.94,222,6,0,product_mng,0.8735771017,2,22,1,0,2,5,2
0.1,0.84,250,4,0,product_mng,0.7431031453,1,38,0,0,1,1,4
0.83,0.9,245,5,0,product_mng,0.7766107601,1,37,1,4,2,0,4
0.11,0.79,292,4,0,IT,0.6761907613,1,58,1,1,1,3,3
0.86,0.92,252,5,0,RandD,0.9082336304,2,31,1,4,1,2,4
0.38,0.56,161,3,0,RandD,0.4719001155,1,59,1,2,2,1,0
0.11,0.88,250,4,0,RandD,0.8392809583,2,52,2,2,4,0,4
0.45,0.49,134,3,0,RandD,0.4910251813,1,31,2,2,2,0,6
0.1,0.85,279,4,0,RandD,0.9071184486,2,55,1,3,3,1,2
0.09,0.95,256,4,0,marketing,0.811793642,2,27,2,2,3,1,3
0.39,0.53,127,3,0,sales,0.6198231197,1,49,0,1,2,0,0
0.37,0.47,138,3,0,accounting,0.5083701168,2,49,1,2,1,1,3
0.81,0.97,243,5,0,support,0.8445277096,2,34,0,3,4,1,2
0.09,0.9,296,4,0,technical,1,2,33,2,2,0,0,3
0.1,0.88,267,4,0,management,1,1,23,1,3,4,2,2
0.39,0.49,144,3,0,marketing,0.358323388,2,29,1,0,0,0,3
0.83,0.95,251,5,0,marketing,0.8830632944,1,30,1,4,2,0,1
0.45,0.57,148,3,0,marketing,0.6618603839,1,29,1,1,1,3,2
0.43,0.51,141,3,0,sales,0.5844779071,1,24,1,1,2,1,4
0.8,0.75,268,2,0,sales,0.6553563058,2,30,0,1,1,0,2
0.1,0.86,247,4,0,sales,0.772804797,1,34,2,3,1,1,1
0.1,0.55,247,4,0,sales,0.5111416308,1,30,1,0,0,0,3
0.36,0.52,146,3,0,sales,0.5153568956,1,52,1,3,3,2,0
0.38,0.5,140,3,0,sales,0.5354764315,1,46,0,2,2,2,2
0.78,0.98,263,6,0,sales,0.9406740919,1,29,1,1,7,1,1
0.44,0.49,145,3,0,sales,0.4787604148,2,52,2,2,1,1,4
0.41,0.46,156,3,0,sales,0.5342412814,2,52,2,2,2,0,2
0.72,0.85,244,6,0,sales,0.7110049609,1,38,2,3,1,1,2
0.46,0.54,144,3,0,sales,0.4657310833,2,40,0,3,4,2,2
0.1,0.9,286,4,0,sales,0.9640048758,2,24,1,2,1,0,3
0.34,0.67,141,2,0,sales,0.7885620513,1,51,1,0,0,0,3
0.11,0.89,260,5,0,sales,0.8935032326,2,31,0,1,4,1,0
0.38,0.56,154,3,0,sales,0.5696340456,1,50,2,1,2,1,3
0.82,0.92,225,5,0,sales,0.8021516034,2,39,1,5,2,0,2
0.39,0.57,127,3,0,sales,0.55422371,1,33,1,2,3,2,5
0.44,0.53,140,3,0,sales,0.5397851799,1,44,2,5,3,2,2
0.43,0.52,147,3,0,sales,0.4427411511,2,32,1,2,2,0,5
0.84,0.83,227,5,0,accounting,0.7607729693,2,30,1,2,1,0,4
0.43,0.48,153,3,0,accounting,0.4431852489,1,45,2,3,3,3,2
0.37,0.52,128,3,0,accounting,0.3760213593,2,46,1,2,6,1,4
0.74,0.97,228,5,0,hr,0.9166237497,1,46,1,1,3,2,3
0.73,0.97,235,5,0,hr,0.8834344021,2,30,0,1,0,1,2
0.37,0.47,148,3,0,hr,0.4182492057,2,33,0,1,2,0,3
0.58,0.62,238,3,0,hr,0.5059286395,2,32,1,3,3,2,2
0.4,0.54,141,3,0,technical,0.6571581842,2,59,1,0,2,3,7
0.51,0.83,249,4,0,technical,0.8580777361,2,49,0,2,2,0,4
0.46,0.5,151,3,0,technical,0.5537306957,1,29,0,2,3,1,8
0.45,0.54,129,3,0,technical,0.6267513716,2,31,1,2,2,0,4
0.46,0.5,156,3,0,technical,0.4995326597,1,46,1,3,4,1,5
0.39,0.45,134,3,0,technical,0.3260760864,1,57,0,1,1,4,1
0.09,0.88,269,4,0,technical,0.8911319625,2,30,0,0,3,2,2
0.09,0.77,290,4,0,technical,0.7960523354,1,29,0,1,4,5,4
0.37,0.51,132,3,0,technical,0.5836318423,2,24,0,2,1,3,4
0.1,0.89,308,4,0,technical,0.8694978639,1,39,0,1,0,0,1
0.77,1,232,5,0,technical,0.8882740908,1,56,1,1,2,1,2
0.79,0.86,235,5,0,support,0.7951327717,2,38,2,2,1,4,4
0.43,0.55,130,3,0,support,0.5089246889,2,57,2,4,3,0,5
0.38,0.53,146,3,0,support,0.5737751724,1,49,0,1,1,0,6
0.77,0.91,221,6,0,support,0.9312334914,1,36,1,0,1,0,2
0.44,0.5,130,3,0,support,0.4568290178,2,40,0,1,2,1,4
0.39,0.46,136,3,0,support,0.6059545746,1,43,0,3,1,3,4
0.78,0.89,274,6,0,support,0.9217324458,1,27,1,3,2,6,4
0.1,0.79,256,5,0,support,0.7111680375,2,28,0,1,3,1,2
0.1,0.77,276,4,0,support,0.6505347418,1,30,0,3,4,2,5
0.75,0.85,267,5,0,support,0.7458577418,2,41,2,2,2,0,3
0.46,0.62,213,3,0,support,0.5437873185,2,58,1,1,1,3,3
0.91,0.97,274,6,0,technical,0.868204412,1,32,1,2,0,1,2
0.1,0.92,258,4,0,technical,0.8259701072,2,23,0,0,1,1,2
0.72,0.6,153,5,0,technical,0.5355285506,2,43,2,3,4,2,3
0.11,0.95,245,4,0,management,0.8520120786,2,57,0,3,3,3,4
0.11,0.94,264,4,0,IT,1,2,26,0,1,1,3,1
0.46,0.57,154,3,0,IT,0.4440701237,1,28,1,2,1,0,5
0.37,0.46,149,3,0,IT,0.4673534169,1,27,0,2,1,1,5
0.46,0.5,157,3,0,IT,0.4731190481,1,43,2,1,4,0,4
0.43,0.57,127,3,0,IT,0.7147135851,1,31,0,1,1,2,2
0.11,0.82,270,4,0,product_mng,0.7036116707,2,41,2,4,3,3,3
0.73,0.89,236,6,0,product_mng,0.8593566797,1,49,0,5,4,1,5
0.43,0.47,158,3,0,product_mng,0.61084113,1,44,2,1,2,1,2
0.86,1,229,5,0,product_mng,1,2,56,1,1,2,1,3
0.1,0.83,269,4,0,IT,0.9251216213,2,22,1,2,3,5,3
0.4,0.49,128,3,0,sales,0.4173708481,2,50,1,0,0,2,3
0.11,0.87,278,4,0,sales,0.7712662762,2,30,1,3,1,0,2
0.86,0.98,158,5,0,sales,1,1,30,1,1,0,1,4
0.42,1,202,3,0,sales,1,1,43,0,0,3,2,7
0.79,0.84,240,5,0,sales,0.8570288679,1,23,2,0,3,0,3
0.1,0.96,255,4,0,marketing,0.9814838068,1,37,0,3,3,1,2
0.09,0.92,254,4,0,sales,0.8539937281,2,27,1,1,6,0,5
0.09,0.82,257,4,0,accounting,0.90084788,1,34,2,1,4,2,1
0.87,1,228,5,0,support,0.9061131246,2,54,0,0,3,0,3
0.36,0.49,145,3,0,technical,0.4371037709,1,40,0,0,4,1,1
0.42,0.75,218,4,0,management,0.7276309316,1,36,2,1,2,2,4
0.84,0.86,268,5,0,marketing,0.8622831136,1,54,2,1,1,2,5
0.1,0.83,278,4,0,marketing,0.7527229197,1,31,0,2,4,1,3
0.78,0.71,249,5,0,marketing,0.5944510474,1,22,2,3,4,0,3
0.35,0.99,236,4,0,sales,1,1,33,0,0,4,2,1
0.1,0.81,291,4,0,sales,0.746589166,1,50,1,0,2,0,0
0.11,0.8,306,4,0,sales,0.8243714664,2,38,0,3,1,1,6
0.43,0.48,135,3,0,sales,0.3763088146,2,25,1,2,4,1,5
0.38,0.45,156,3,0,sales,0.4443420306,2,50,1,1,1,3,3
0.46,0.54,143,3,0,sales,0.5497768298,1,28,0,5,1,1,5
0.89,0.82,243,5,0,sales,0.685547061,2,34,1,0,4,1,1
0.45,0.5,147,3,0,sales,0.4509812835,1,26,0,0,4,0,2
0.44,0.53,159,3,0,sales,0.4203244031,1,27,0,4,0,2,4
0.74,0.54,216,3,0,sales,0.4090124911,1,55,2,0,0,2,4
0.45,0.54,152,3,0,sales,0.6869880697,1,28,1,1,1,2,4
0.79,0.93,226,5,0,sales,0.8767061535,2,49,2,1,3,1,1
0.79,0.91,271,5,0,sales,1,2,31,2,0,0,1,1
0.11,0.87,255,4,0,sales,0.7963921964,1,25,0,0,1,0,2
0.42,0.48,140,3,0,sales,0.5344508167,2,24,0,1,4,2,2
0.64,0.9,252,2,0,sales,0.978068358,2,46,1,1,5,0,3
0.4,0.55,159,3,0,sales,0.5786916222,2,44,2,0,0,0,3
0.84,0.98,270,5,0,sales,0.9714728566,1,48,0,3,0,1,5
0.73,0.92,232,5,0,sales,0.8935522742,2,35,1,2,3,0,2
0.4,0.51,144,3,0,accounting,0.46466048,2,59,1,1,0,2,0
0.36,0.45,127,3,0,accounting,0.5788587433,2,53,0,2,1,3,3
0.43,0.47,131,3,0,accounting,0.5691858223,1,44,1,2,2,0,1
0.11,0.78,243,4,0,hr,0.9195080732,1,58,0,1,3,3,2
0.91,1,244,6,0,hr,0.887289167,2,24,1,3,5,0,2
0.8,1,260,5,0,hr,1,2,56,0,2,0,0,4
0.42,0.49,139,3,0,hr,0.621502137,2,34,0,2,1,1,2
0.31,0.87,184,3,0,technical,0.7743699198,2,55,2,5,2,0,3
0.44,0.47,130,3,0,technical,0.3399488802,2,45,0,2,1,2,3
0.38,0.54,135,3,0,technical,0.6123361948,2,22,0,3,3,0,2
0.45,0.56,146,3,0,technical,0.582341934,2,33,2,2,2,1,1
0.43,0.46,149,3,0,technical,0.562548633,2,29,0,0,2,0,1
0.45,0.46,153,3,0,technical,0.351931713,1,40,2,3,2,1,2
0.43,0.57,160,3,0,technical,0.6585801936,2,30,1,0,1,1,3
0.43,0.49,160,3,0,technical,0.400488196,1,49,2,1,0,0,4
0.09,0.83,282,4,0,technical,0.7290967829,1,35,1,3,4,1,6
0.43,0.47,128,3,0,technical,0.3692797394,1,48,2,0,4,1,1
0.79,0.94,232,5,0,technical,1,1,39,1,0,5,2,2
0.85,0.58,226,2,0,support,0.6295591662,1,27,1,0,2,1,2
0.38,0.45,129,3,0,support,0.4569196274,1,54,1,1,4,2,3
0.11,0.92,255,4,0,support,0.8776491452,1,58,1,2,2,3,1
0.83,0.99,258,5,0,support,1,1,46,1,1,3,0,3
0.81,0.91,229,5,0,support,0.8777335322,2,34,0,3,0,0,2
0.42,0.56,143,3,0,support,0.6549798318,2,44,2,2,1,3,3
0.11,0.87,257,4,0,support,0.8517404726,2,57,1,4,5,0,2
